slice_path,target,volume,slice,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,background_ratio,whole_tumor_pixels,donor_h5_path,mask_has_margin,loaded_mask_pixels,compatible_external_base_count,tumor_area_pixels,tumor_area_fraction,bbox_y_min,bbox_y_max,bbox_x_min,bbox_x_max,bbox_height,bbox_width,bbox_area,bbox_fill_fraction,centroid_y,centroid_x,centroid_y_normalized,centroid_x_normalized,centroid_laterality,connected_component_count,largest_component_pixels,largest_component_fraction
volume_2_slice_36.h5,1,2,36,0,618,0,0.9892708333333332,618,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_36.h5,True,618,3607,618,0.0107291666666666,69,100,84,117,32,34,1088,0.5680147058823529,86.49838187702265,98.03883495145632,0.361917915803442,0.4102043303408214,left,5,601,0.9724919093851132
volume_2_slice_37.h5,1,2,37,49,693,9,0.9869618055555556,751,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_37.h5,True,751,3581,751,0.0130381944444444,67,101,82,119,35,38,1330,0.5646616541353383,86.09320905459387,99.08122503328894,0.3602226320275894,0.4145657951183638,left,2,750,0.9986684420772304
volume_2_slice_38.h5,1,2,38,2,724,128,0.9851736111111112,854,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_38.h5,True,854,3532,854,0.0148263888888888,66,102,82,121,37,40,1480,0.577027027027027,85.74824355971897,99.8934426229508,0.3587792617561463,0.417964195075108,left,1,854,1.0
volume_2_slice_39.h5,1,2,39,8,733,211,0.9834722222222222,952,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_39.h5,True,952,3450,952,0.0165277777777777,61,102,81,122,42,42,1764,0.5396825396825397,85.10189075630252,100.48214285714286,0.3560748567209311,0.420427375971309,left,2,947,0.994747899159664
volume_2_slice_40.h5,1,2,40,85,797,200,0.9812152777777776,1082,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_40.h5,True,1082,3354,1082,0.0187847222222222,60,103,81,125,44,45,1980,0.5464646464646464,84.37153419593345,101.73290203327171,0.3530189715311023,0.4256606779634799,left,3,1075,0.9935304990757856
volume_2_slice_41.h5,1,2,41,160,817,182,0.9798784722222222,1159,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_41.h5,True,1159,3304,1159,0.0201215277777777,60,103,81,128,44,48,2112,0.5487689393939394,84.07851596203624,102.76100086281276,0.3517929538160512,0.4299623467063295,left,3,1151,0.993097497842968
volume_2_slice_42.h5,1,2,42,216,810,185,0.9789756944444444,1211,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_42.h5,True,1211,3269,1211,0.0210243055555555,60,104,81,135,45,55,2475,0.4892929292929293,83.68290668868704,103.3195706028076,0.3501376848899039,0.4322994585891531,left,5,1203,0.9933938893476466
volume_2_slice_43.h5,1,2,43,252,845,202,0.9774479166666666,1299,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_43.h5,True,1299,3245,1299,0.0225520833333333,60,104,80,139,45,60,2700,0.4811111111111111,83.61046959199385,104.46959199384142,0.3498346008033215,0.4371112635725582,left,6,1283,0.987682832948422
volume_2_slice_44.h5,1,2,44,288,866,211,0.9763020833333332,1365,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_44.h5,True,1365,3232,1365,0.0236979166666666,60,108,81,140,49,60,2940,0.4642857142857143,83.48937728937729,105.89084249084247,0.3493279384492773,0.4430579183717258,left,5,1329,0.9736263736263736
volume_2_slice_45.h5,1,2,45,301,950,238,0.9741493055555556,1489,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_45.h5,True,1489,3180,1489,0.0258506944444444,60,115,81,145,56,65,3640,0.409065934065934,84.44728005372734,106.98052384150436,0.3533358998063905,0.4476172545669639,left,10,1389,0.9328408327736736
volume_2_slice_46.h5,1,2,46,311,1118,228,0.9712326388888888,1657,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_46.h5,True,1657,3148,1657,0.0287673611111111,60,115,81,147,56,67,3752,0.4416311300639658,85.21726010863006,108.50995775497888,0.3565575736762764,0.4540165596442631,midline,5,1598,0.9643934821967411
volume_2_slice_47.h5,1,2,47,337,1205,211,0.9695659722222222,1753,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_47.h5,True,1753,3141,1753,0.0304340277777777,60,115,84,149,56,66,3696,0.4742965367965367,85.36451796919566,109.79749001711352,0.3571737153522831,0.459403723920977,midline,3,1686,0.9617798060467768
volume_2_slice_48.h5,1,2,48,365,1287,207,0.9677256944444445,1859,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_48.h5,True,1859,3167,1859,0.0322743055555555,59,114,84,153,56,70,3920,0.474234693877551,85.78321678321679,111.27272727272728,0.3589255932352166,0.4655762647394446,midline,4,1756,0.9445938676707908
volume_2_slice_49.h5,1,2,49,384,1372,206,0.9659375,1962,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_49.h5,True,1962,3172,1962,0.0340625,59,115,85,154,57,70,3990,0.4917293233082707,85.97247706422019,112.39500509683997,0.3597174772561514,0.4702719878528868,midline,3,1960,0.9989806320081548
volume_2_slice_50.h5,1,2,50,416,1400,203,0.9649479166666668,2019,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_50.h5,True,2019,3200,2019,0.0350520833333333,59,114,85,154,56,70,3920,0.5150510204081633,86.14710252600297,113.5948489351164,0.3604481277238618,0.4752922549586459,midline,5,2013,0.9970282317979198
volume_2_slice_51.h5,1,2,51,436,1414,207,0.9642881944444444,2057,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_51.h5,True,2057,3197,2057,0.0357118055555555,58,113,85,155,56,71,3976,0.517354124748491,86.04666990763248,114.61059795819156,0.3600279075633158,0.4795422508710943,midline,1,2057,1.0
volume_2_slice_52.h5,1,2,52,450,1431,201,0.9638541666666668,2082,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_52.h5,True,2082,3182,2082,0.0361458333333333,58,113,85,155,56,71,3976,0.5236418511066399,85.87223823246877,115.12968299711817,0.3592980679182794,0.4817141547996575,midline,3,2075,0.9966378482228626
volume_2_slice_53.h5,1,2,53,456,1446,203,0.9634548611111112,2105,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_53.h5,True,2105,3160,2105,0.0365451388888888,58,113,85,155,56,71,3976,0.5294265593561368,85.79477434679335,115.47410926365797,0.3589739512418131,0.4831552688855981,midline,3,2097,0.9961995249406176
volume_2_slice_54.h5,1,2,54,464,1413,202,0.96390625,2079,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_54.h5,True,2079,3152,2079,0.03609375,58,113,85,154,56,70,3920,0.5303571428571429,85.81048581048582,115.18374218374218,0.3590396895836226,0.48194034386503,midline,3,2061,0.9913419913419912
volume_2_slice_55.h5,1,2,55,461,1438,205,0.9634722222222222,2104,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_55.h5,True,2104,3138,2104,0.0365277777777777,58,113,85,152,56,68,3808,0.5525210084033614,85.98526615969581,114.76283269961978,0.359770988115882,0.4801792163164007,midline,4,2056,0.9771863117870724
volume_2_slice_56.h5,1,2,56,457,1415,202,0.9639930555555556,2074,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_56.h5,True,2074,3143,2074,0.0360069444444444,59,112,85,151,54,67,3618,0.5732448866777226,85.91080038572807,114.43683702989392,0.3594594158398664,0.4788152176983009,midline,6,2010,0.9691417550626809
volume_2_slice_57.h5,1,2,57,448,1400,204,0.964375,2052,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_57.h5,True,2052,3155,2052,0.035625,58,112,85,151,55,67,3685,0.5568521031207598,85.78654970760233,114.42543859649123,0.3589395385255328,0.4787675255083315,midline,5,1988,0.9688109161793372
volume_2_slice_58.h5,1,2,58,441,1412,196,0.9644270833333334,2049,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_58.h5,True,2049,3132,2049,0.0355729166666666,58,111,85,151,54,67,3618,0.5663349917081261,85.29184968277208,114.41190824792582,0.3568696639446531,0.4787109131712377,midline,3,1972,0.962420693020986
volume_2_slice_59.h5,1,2,59,411,1401,206,0.9649652777777776,2018,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_59.h5,True,2018,3141,2018,0.0350347222222222,59,110,85,152,52,68,3536,0.5707013574660633,85.12388503468782,114.50396432111,0.3561668829903256,0.4790960850255649,midline,4,1949,0.9658077304261644
volume_2_slice_60.h5,1,2,60,391,1390,203,0.9655555555555556,1984,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_60.h5,True,1984,3168,1984,0.0344444444444444,60,110,85,162,51,78,3978,0.4987430869783811,85.0625,114.80040322580643,0.3559100418410041,0.4803364151707383,midline,2,1961,0.988407258064516
volume_2_slice_61.h5,1,2,61,352,1364,207,0.9666145833333332,1923,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_61.h5,True,1923,3257,1923,0.0333854166666666,62,109,85,166,48,82,3936,0.4885670731707317,85.7046281851274,114.2241289651586,0.3585967706490686,0.4779252257956427,midline,3,1918,0.9973998959958398
volume_2_slice_62.h5,1,2,62,312,1337,205,0.9678125,1854,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_62.h5,True,1854,3269,1854,0.0321875,62,108,85,167,47,83,3901,0.4752627531402204,85.32686084142395,114.24163969795038,0.3570161541482173,0.4779984924600434,midline,5,1736,0.9363538295577132
volume_2_slice_63.h5,1,2,63,266,1333,208,0.9686284722222224,1807,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_63.h5,True,1807,3240,1807,0.0313715277777777,59,108,85,169,50,85,4250,0.4251764705882352,84.83453237410072,114.4355285002767,0.3549562024020951,0.478809742678982,midline,5,1801,0.9966795794133924
volume_2_slice_64.h5,1,2,64,224,1391,211,0.9682986111111112,1826,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_64.h5,True,1826,3162,1826,0.0317013888888888,59,107,85,169,49,85,4165,0.4384153661464586,84.25848849945235,114.60843373493977,0.3525459769851563,0.479533195543681,midline,2,1736,0.950711938663746
volume_2_slice_65.h5,1,2,65,177,1342,212,0.9699479166666668,1731,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_65.h5,True,1731,3073,1731,0.0300520833333333,58,105,85,169,48,85,4080,0.4242647058823529,82.60947429231658,114.2050837666089,0.3456463359511154,0.4778455387724221,midline,7,1602,0.925476603119584
volume_2_slice_66.h5,1,2,66,122,1241,232,0.9723090277777776,1595,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_66.h5,True,1595,2963,1595,0.0276909722222222,57,104,86,169,48,84,4032,0.3955853174603174,80.95360501567399,113.34420062695924,0.3387180126178828,0.4742435172676119,midline,11,1480,0.927899686520376
volume_2_slice_67.h5,1,2,67,85,1256,215,0.9729861111111112,1556,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_67.h5,True,1556,2873,1556,0.0270138888888888,56,104,86,169,49,84,4116,0.3780369290573372,79.94730077120822,113.13431876606684,0.3345075346075657,0.4733653504856353,midline,7,1465,0.941516709511568
volume_2_slice_68.h5,1,2,68,29,1287,192,0.9738194444444443,1508,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_68.h5,True,1508,2692,1508,0.0261805555555555,56,104,86,168,49,83,4067,0.3707892795672486,78.06962864721486,113.11074270557027,0.3266511658879282,0.4732667058810472,midline,10,1446,0.9588859416445624
volume_2_slice_69.h5,1,2,69,2,1291,151,0.9749305555555556,1444,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_69.h5,True,1444,2652,1444,0.0250694444444444,56,98,86,168,43,83,3569,0.4045951246847856,77.04916897506925,113.7174515235457,0.3223814601467332,0.4758052365001912,midline,2,1397,0.9674515235457064
volume_2_slice_70.h5,1,2,70,2,1340,65,0.9755729166666668,1407,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_70.h5,True,1407,2643,1407,0.0244270833333333,56,95,87,168,40,82,3280,0.4289634146341463,76.38521677327647,114.34896943852168,0.3196034174614078,0.4784475708724756,midline,5,1357,0.9644633972992182
volume_2_slice_71.h5,1,2,71,0,1340,1,0.97671875,1341,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_71.h5,True,1341,2637,1341,0.02328125,56,94,87,168,39,82,3198,0.4193245778611632,75.50857568978374,115.07904548844148,0.3159354631371704,0.4815022823784162,midline,5,1294,0.964951528709918
volume_2_slice_72.h5,1,2,72,0,1252,0,0.9782638888888888,1252,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_72.h5,True,1252,2664,1252,0.0217361111111111,55,93,87,168,39,82,3198,0.391494684177611,75.04153354632588,115.5223642172524,0.3139813119093133,0.483357172457123,midline,7,1209,0.9656549520766772
volume_2_slice_73.h5,1,2,73,0,1152,0,0.98,1152,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_73.h5,True,1152,2731,1152,0.02,56,93,87,166,38,80,3040,0.3789473684210526,74.82204861111111,115.96788194444444,0.3130629649000465,0.4852212633658763,midline,5,1132,0.9826388888888888
volume_2_slice_74.h5,1,2,74,0,1018,0,0.9823263888888888,1018,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_74.h5,True,1018,2831,1018,0.0176736111111111,56,91,87,166,36,80,2880,0.3534722222222222,74.86836935166994,116.3320235756385,0.3132567755299997,0.4867448685173159,midline,7,1002,0.9842829076620824
volume_2_slice_75.h5,1,2,75,0,891,0,0.98453125,891,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_75.h5,True,891,2864,891,0.01546875,57,90,88,139,34,52,1768,0.5039592760180995,74.8080808080808,117.331088664422,0.3130045222095431,0.4909250571733138,midline,8,610,0.6846240179573513
volume_2_slice_76.h5,1,2,76,0,768,0,0.9866666666666668,768,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_76.h5,True,768,2954,768,0.0133333333333333,57,89,90,139,33,50,1650,0.4654545454545454,74.91796875,118.4140625,0.3134643043933054,0.4954563284518828,midline,8,538,0.7005208333333334
volume_2_slice_77.h5,1,2,77,0,575,0,0.9900173611111112,575,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_77.h5,True,575,3020,575,0.0099826388888888,60,88,91,138,29,48,1392,0.4130747126436782,75.16,120.64869565217391,0.3144769874476987,0.5048062579588867,midline,8,404,0.7026086956521739
volume_2_slice_78.h5,1,2,78,0,396,0,0.993125,396,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_2_slice_78.h5,True,396,3049,396,0.006875,60,88,92,138,29,47,1363,0.2905355832721937,75.15151515151516,121.64646464646464,0.3144414859896031,0.5089810236253751,midline,4,272,0.6868686868686869
volume_3_slice_64.h5,1,3,64,58,124,141,0.9943923611111112,323,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_64.h5,True,323,2927,323,0.0056076388888888,150,179,146,173,30,28,840,0.3845238095238095,167.52631578947367,157.86687306501548,0.7009469279894296,0.6605308496444162,right,3,245,0.7585139318885449
volume_3_slice_65.h5,1,3,65,89,151,148,0.9932638888888888,388,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_65.h5,True,388,2957,388,0.0067361111111111,149,179,142,174,31,33,1023,0.3792766373411534,166.94329896907217,157.86340206185568,0.6985075270672476,0.660516326618643,right,3,339,0.8737113402061856
volume_3_slice_66.h5,1,3,66,96,201,163,0.9920138888888888,460,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_66.h5,True,460,3001,460,0.0079861111111111,149,180,140,174,32,35,1120,0.4107142857142857,165.9978260869565,157.41739130434783,0.694551573585592,0.658650172821539,right,4,382,0.8304347826086956
volume_3_slice_67.h5,1,3,67,83,253,188,0.9909027777777778,524,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_67.h5,True,524,3078,524,0.0090972222222222,148,179,136,175,32,40,1280,0.409375,164.93320610687022,157.3206106870229,0.6900970966814653,0.6582452330000959,right,3,415,0.7919847328244275
volume_3_slice_68.h5,1,3,68,73,298,210,0.9899131944444444,581,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_68.h5,True,581,3071,581,0.0100868055555555,143,179,132,175,37,44,1628,0.3568796068796069,163.92598967297764,156.87435456110154,0.6858828019789859,0.6563780525569102,right,5,432,0.7435456110154905
volume_3_slice_69.h5,1,3,69,52,363,240,0.9886284722222224,655,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_69.h5,True,655,3112,655,0.0113715277777777,140,180,131,176,41,46,1886,0.3472958642629905,162.6854961832061,156.62748091603052,0.6806924526493979,0.6553451084352742,right,4,455,0.6946564885496184
volume_3_slice_70.h5,1,3,70,44,406,245,0.9879340277777776,695,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_70.h5,True,695,3185,695,0.0120659722222222,139,179,131,177,41,47,1927,0.3606642449403217,161.23597122302158,156.28201438848922,0.674627494656994,0.6538996417928419,right,3,443,0.637410071942446
volume_3_slice_71.h5,1,3,71,34,456,230,0.9875,720,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_71.h5,True,720,3240,720,0.0125,138,178,131,178,41,48,1968,0.3658536585365853,160.12083333333334,156.75833333333333,0.6699616457461646,0.6558926080892608,right,5,427,0.5930555555555556
volume_3_slice_72.h5,1,3,72,26,523,212,0.9867881944444444,761,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_72.h5,True,761,3338,761,0.0132118055555555,137,178,132,178,42,47,1974,0.3855116514690982,159.2299605781866,156.57687253613668,0.666234144678605,0.6551333578917853,right,4,428,0.5624178712220762
volume_3_slice_73.h5,1,3,73,32,566,187,0.9863715277777778,785,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_73.h5,True,785,3378,785,0.0136284722222222,137,178,132,179,42,48,2016,0.3893849206349206,158.81146496815288,156.89936305732485,0.6644831170215602,0.656482690616422,right,3,431,0.5490445859872611
volume_3_slice_74.h5,1,3,74,44,516,178,0.9871875,738,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_74.h5,True,738,3385,738,0.0128125,141,177,132,179,37,48,1776,0.4155405405405405,158.06368563685638,157.12872628726288,0.661354333208604,0.6574423694027736,right,2,371,0.502710027100271
volume_3_slice_75.h5,1,3,75,52,522,176,0.9869791666666666,750,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_75.h5,True,750,3464,750,0.0130208333333333,141,179,132,180,39,49,1911,0.3924646781789639,157.496,157.796,0.658979079497908,0.6602343096234309,right,2,377,0.5026666666666667
volume_3_slice_76.h5,1,3,76,27,538,171,0.9872222222222222,736,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_76.h5,True,736,3496,736,0.0127777777777777,140,178,133,180,39,48,1872,0.3931623931623931,156.98641304347825,157.66440217391303,0.656846916499909,0.6596836911042386,right,3,386,0.5244565217391305
volume_3_slice_77.h5,1,3,77,3,583,128,0.9876041666666666,714,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_77.h5,True,714,3361,714,0.0123958333333333,139,179,133,181,41,49,2009,0.3554006968641115,156.37254901960785,158.20868347338936,0.6542784477807859,0.6619610187171103,right,4,405,0.5672268907563025
volume_3_slice_78.h5,1,3,78,4,613,72,0.9880381944444444,689,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_78.h5,True,689,3375,689,0.0119618055555555,138,178,133,181,41,49,2009,0.3429566948730712,155.61248185776486,158.25399129172715,0.651098250450899,0.6621505911787746,right,3,418,0.6066763425253991
volume_3_slice_79.h5,1,3,79,0,660,0,0.9885416666666668,660,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_79.h5,True,660,3397,660,0.0114583333333333,137,178,134,182,42,49,2058,0.3206997084548105,154.72424242424242,158.28030303030303,0.6473817674654494,0.6622606821351591,right,3,427,0.646969696969697
volume_3_slice_80.h5,1,3,80,0,678,0,0.9882291666666668,678,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_80.h5,True,678,3500,678,0.0117708333333333,137,178,134,183,42,50,2100,0.3228571428571428,154.3761061946903,158.2536873156342,0.6459251305217166,0.662149319312277,right,3,450,0.6637168141592921
volume_3_slice_81.h5,1,3,81,0,688,0,0.9880555555555556,688,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_81.h5,True,688,3710,688,0.0119444444444444,137,178,134,181,42,48,2016,0.3412698412698413,153.2529069767442,157.97093023255815,0.6412255522039506,0.6609662352826701,right,4,490,0.7122093023255814
volume_3_slice_82.h5,1,3,82,0,698,0,0.9878819444444444,698,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_82.h5,True,698,4130,698,0.0121180555555555,137,176,133,182,40,50,2000,0.349,152.0028653295129,158.15186246418338,0.6359952524247402,0.6617232739087171,right,3,530,0.7593123209169055
volume_3_slice_83.h5,1,3,83,0,712,0,0.9876388888888888,712,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_83.h5,True,712,4991,712,0.0123611111111111,136,175,133,182,40,50,2000,0.356,150.9691011235955,157.6811797752809,0.6316698791782238,0.6597538902731418,right,3,575,0.8075842696629213
volume_3_slice_84.h5,1,3,84,0,712,0,0.9876388888888888,712,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_84.h5,True,712,5989,712,0.0123611111111111,136,175,133,180,40,48,1920,0.3708333333333333,149.51404494382024,156.7682584269663,0.625581778007616,0.6559341356776832,right,4,622,0.8735955056179775
volume_3_slice_85.h5,1,3,85,0,748,0,0.9870138888888887,748,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_3_slice_85.h5,True,748,6139,748,0.0129861111111111,135,175,133,181,41,49,2009,0.3723245395719263,149.4157754010695,156.10026737967914,0.6251706083726758,0.6531391940572349,right,3,675,0.9024064171122996
